System,3wrobotNI
Controller,MPC
dt,0.1
state_init,[-3.   -3.    1.57]
Nactor,2
pred_step_size_multiplier,5.0
buffer_size,25
run_obj_struct,quadratic
R1_diag,"[5, 20, 2, 2, 3]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,25
gamma,0.9
critic_period_multiplier,1.0
critic_struct,quad-mix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],run_obj,accum_obj,v [m/s],omega [rad/s]
0.0001,-3.0,-3.0,1.57,230.268568,23.0268568,-0.22000000000000003,-0.284
0.0011,-3.0000001847690716,-3.0001999478407635,1.5697418854166667,230.29094725720964,46.05595152572097,-0.22000000000000003,-0.284
0.009625025278351216,-3.00000443277506,-3.0020754481330694,1.567320778237615,230.50102975280814,69.10605450100178,-0.22000000000000003,-0.284
0.059625025278351215,-3.0001207606633944,-3.0130747405936202,1.553120778237615,231.73914704447057,92.27996920544884,-0.22000000000000003,-0.284
0.10962502527835122,-3.0003932615277176,-3.0240712723236376,1.538920778237615,244.00283782089159,116.680252987538,2.1999999999963227,-0.7470706518516718
0.1596250252783512,-2.995417480719792,-2.925196317387093,1.503677593667793,231.8745356120478,139.86770654874277,2.1999999999963227,-0.7470706518516718
0.2096250252783512,-2.9859920975455223,-2.8156072882663494,1.4663240610752095,218.78818824851132,161.7465253735939,2.1999999999963227,-0.7470706518516718
0.2596250252783512,-2.972480703666563,-2.70644669378713,1.428970528482626,205.93162671083337,182.33968804467725,2.199999999954827,-0.7053205829292529
0.3096250252783512,-2.954994669903925,-2.597850913142101,1.3935142320949805,193.69275003788397,201.70896304846565,2.199999999954827,-0.7053205829292529
0.35962502527835116,-2.9336906161662513,-2.489939452727025,1.358248202948518,181.89078045717991,219.89804109418364,2.199999999954827,-0.7053205829292529
0.40962502527835115,-2.9085949889822724,-2.3828462433680047,1.3229821738020553,170.31985044522568,236.9300261387062,2.199999999937083,-0.6533346108131663
0.45962502527835114,-2.879851486981438,-2.2766726739775223,1.2900785280238887,159.4216357815073,252.87218971685695,2.199999999937083,-0.6533346108131663
0.5096250252783512,-2.8476557210702507,-2.171494935424814,1.2574117974832304,148.85091446354966,267.7572811632119,2.199999999999238,-0.6205441124323491
0.5596250252783512,-2.812111489116469,-2.0674003956690794,1.2262351559965963,138.86527335837818,281.6438084990497,2.199999999999238,-0.6205441124323491
0.6096250252783513,-2.773355180358286,-1.964458772150229,1.1952079503749788,129.22021903165376,294.5658304022151,2.199999999987382,-0.5898346691588738
0.6596250252783513,-2.7314876754443147,-1.862742171299141,1.1655762650271169,120.14214341014907,306.58004474323,2.199999999987382,-0.5898346691588738
0.7096250252783514,-2.6866390731274215,-1.762304499655746,1.1360845315691732,111.4088749926189,317.7209322424919,2.1999999999741466,-0.5606568560454406
0.7596250252783514,-2.638907198645827,-1.6632040226916731,1.1079187169623477,103.22208453453486,328.0431406959454,2.1999999999741466,-0.5606568560454406
0.8096250252783515,-2.5884164347758296,-1.5654804820509896,1.0798858741600756,95.37840853644936,337.5809815495903,2.199999999980492,-0.532922927967393
0.8596250252783515,-2.535260761911567,-1.4691799914225803,1.0531133361623919,88.05764853726566,346.38674640331686,2.199999999980492,-0.532922927967393
0.9096250252783515,-2.479558286188345,-1.3743300136624033,1.0264671897640223,81.0737874296156,354.4941251462784,2.199999999999954,-0.5065607710168252
